Identifier,Title,Start date,End date,Number of deaths,Year,Month,State,Region,BanditScore,TravelRiskScore,RouteAlert
IBD026272,"Auto Crash, Niger",2023-01-26,2023-01-26,7,2024,1,Niger,North Central,0,3,Safe
IBD026264,"Bandits Kill 2, Niger",2023-01-25,2023-01-25,2,2024,1,Niger,North Central,1,5,Caution
IBD026262,"Gunmen vs Policemen, Imo",2023-01-25,2023-01-25,2,2024,1,Imo,South East,1,5,Caution
IBD026268,"Bandits vs Miners, Niger",2023-01-25,2023-01-25,6,2024,1,Niger,North Central,1,8,Avoid Route
IBD026254,"Auto Crash, Ondo",2023-01-25,2023-01-25,2,2024,1,Ondo,South West,0,0,Safe
IBD026259,"NAF vs Herders, Nasarawa",2023-01-24,2023-01-24,49,2024,1,Nasarawa,North Central,0,5,Caution
IBD026257,"Man vs In-law, Delta",2023-01-24,2023-01-24,1,2024,1,Delta,South South,0,0,Safe
IBD026256,"Domestic Violence, Bayelsa",2023-01-24,2023-01-24,1,2024,1,Bayelsa,South South,0,0,Safe
IBD026252,"NAF vs Vigilantes, Niger",2023-01-24,2023-01-24,24,2024,1,Niger,North Central,0,5,Caution
IBD026266,"Gunmen vs Police Officer, Imo",2023-01-24,2023-01-24,1,2024,1,Imo,South East,1,5,Caution
IBD026260,"Political Killing, Imo",2023-01-24,2023-01-24,1,2024,1,Imo,South East,0,0,Safe
IBD026370,"Gunmen Kill Man, Lagos",2023-01-24,2023-01-24,2,2024,1,Lagos,South West,1,5,Caution
IBD026261,"Political Violence, Jigawa",2023-01-24,2023-01-24,1,2024,1,Jigawa,North West,0,0,Safe
IBD026255,"Medical Negligence, Rivers",2023-01-23,2023-01-23,1,2024,1,Rivers,South South,0,0,Safe
IBD026263,"Woman vs Step-son, Benue",2023-01-23,2023-01-23,1,2024,1,Benue,North Central,0,0,Safe
IBD026248,"Army vs Bandit, Kaduna",2023-01-23,2023-01-23,1,2024,1,Kaduna,North West,1,5,Caution
IBD026249,"Army vs ISWAP, Borno",2023-01-23,2023-01-24,29,2024,1,Borno,North East,0,5,Caution
IBD026251,"Driver Drowns, Lagos",2023-01-23,2023-01-23,1,2024,1,Lagos,South West,0,0,Safe
IBD026373,"Found Dead, Lagos",2023-01-23,2023-01-23,6,2024,1,Lagos,South West,0,3,Safe
IBD026245,"Herdsmen Attack, Delta",2023-01-23,2023-01-23,2,2024,1,Delta,South South,2,5,Caution
IBD026382,"Army vs Kidnappers, Kaduna",2023-01-23,2023-01-23,3,2024,1,Kaduna,North West,1,8,Avoid Route
IBD026622,"Hoodlums vs Man, Ebonyi",2023-01-23,2023-01-23,1,2024,1,Ebonyi,South East,0,0,Safe
IBD026250,"Ritual Killing, Kaduna",2023-01-23,2023-01-23,1,2024,1,Kaduna,North West,0,0,Safe
IBD026247,"Army vs Bandits, Kaduna",2023-01-23,2023-01-23,2,2024,1,Kaduna,North West,1,5,Caution
IBD026237,"Auto Crash, Lagos",2023-01-23,2023-01-23,2,2024,1,Lagos,South West,0,0,Safe
IBD026244,"Security Operatives vs Bandits, Niger",2023-01-23,2023-01-23,37,2024,1,Niger,North Central,1,10,Avoid Route
IBD026238,"Gunmen Attack, Imo",2023-01-22,2023-01-22,1,2024,1,Imo,South East,2,5,Caution
IBD026275,"Mob vs Gunman, Delta",2023-01-22,2023-01-22,1,2024,1,Delta,South South,0,0,Safe
IBD026372,"Found Dead, Lagos",2023-01-22,2023-01-22,5,2024,1,Lagos,South West,0,3,Safe
IBD028004,"Domestic Violence, Ogun",2023-01-22,2023-01-22,1,2024,1,Ogun,South West,0,0,Safe
IBD026253,"Robbers vs Man, Lagos",2023-01-22,2023-01-22,1,2024,1,Lagos,South West,0,0,Safe
IBD026239,"Police vs Kidnappers, Kwara",2023-01-22,2023-01-22,3,2024,1,Kwara,North Central,1,8,Avoid Route
IBD026243,"Hoodlums Kill 2, Anambra",2023-01-22,2023-01-22,2,2024,1,Anambra,South East,0,0,Safe
IBD026231,"2 Die Inside Pit, Kano",2023-01-21,2023-01-21,2,2024,1,Kano,North West,0,0,Safe
IBD026236,"Police vs Kidnappers, Adamawa",2023-01-21,2023-01-21,1,2024,1,Adamawa,North East,1,5,Caution
IBD026233,"Gunmen Kill 4, Bauchi",2023-01-21,2023-01-21,5,2024,1,Bauchi,North East,1,8,Avoid Route
IBD026234,"Auto Crash, Bayelsa",2023-01-21,2023-01-21,1,2024,1,Bayelsa,South South,0,0,Safe
IBD026246,"Police vs Kidnappers, Plateau",2023-01-20,2023-01-20,1,2024,1,Plateau,North Central,1,5,Caution
IBD026227,"Land Grabbers vs Commercial Motorcyclist, Osun",2023-01-20,2023-01-20,1,2024,1,Osun,South West,0,0,Safe
IBD026232,"Bandits vs Councillor, Niger",2023-01-20,2023-01-20,1,2024,1,Niger,North Central,1,5,Caution
IBD026222,"Cult Clash, Osun",2023-01-20,2023-01-20,2,2024,1,Osun,South West,0,0,Safe
IBD026228,"Gunmen vs Ebubeagu Commander, Ebonyi",2023-01-20,2023-01-20,1,2024,1,Ebonyi,South East,1,5,Caution
IBD026241,"Assailants vs Man, Kogi",2023-01-20,2023-01-20,1,2024,1,Kogi,North Central,0,0,Safe
IBD026798,"Mysterious Deaths, Enugu",2023-01-20,2023-01-26,4,2024,1,Enugu,South East,0,3,Safe
IBD026225,"Political Violence, Edo",2023-01-20,2023-01-20,1,2024,1,Edo,South South,0,0,Safe
IBD026229,"Gunmen vs Party Members, Ebonyi",2023-01-20,2023-01-20,2,2024,1,Ebonyi,South East,1,5,Caution
IBD026226,"Vigilante vs Colleague, Edo",2023-01-19,2023-01-19,1,2024,1,Edo,South South,0,0,Safe
IBD026235,"Police vs Man, Kano",2023-01-19,2023-01-19,1,2024,1,Kano,North West,0,0,Safe
IBD026220,"Fulani Herdsmen Attack, Benue",2023-01-19,2023-01-19,9,2024,1,Benue,North Central,2,8,Avoid Route
IBD026211,"Police vs Gunmen, Imo",2023-01-18,2023-01-18,3,2024,1,Imo,South East,1,8,Avoid Route
IBD026223,"Fulani Herdsmen Attack, Edo",2023-01-18,2023-01-18,3,2024,1,Edo,South South,2,8,Avoid Route
IBD026209,"Building Collapse, Lagos",2023-01-18,2023-01-18,1,2024,1,Lagos,South West,0,0,Safe
IBD026203,"Auto Crash, Ondo",2023-01-18,2023-01-18,4,2024,1,Ondo,South West,0,3,Safe
IBD026219,"Army vs Bandits, Zamfara",2023-01-18,2023-01-18,5,2024,1,Zamfara,North West,1,8,Avoid Route
IBD026368,"Gunmen Attack, Lagos",2023-01-18,2023-01-18,1,2024,1,Lagos,South West,2,5,Caution
IBD026214,"Police Kill Kidnapper, Delta",2023-01-18,2023-01-18,1,2024,1,Delta,South South,1,5,Caution
IBD026205,"Auto Crash, Plateau",2023-01-17,2023-01-17,1,2024,1,Plateau,North Central,0,0,Safe
IBD026204,"Man Murdered, Rivers",2023-01-17,2023-01-17,1,2024,1,Rivers,South South,0,0,Safe
IBD026212,"Gunmen vs Vigilantes, Kaduna",2023-01-17,2023-01-17,6,2024,1,Kaduna,North West,1,8,Avoid Route
IBD026196,"Bandits Kill 3, Katsina",2023-01-17,2023-01-17,3,2024,1,Katsina,North West,1,8,Avoid Route
IBD026193,"Police vs Protester, Niger",2023-01-17,2023-01-17,1,2024,1,Niger,North Central,0,0,Safe
IBD026218,"Army vs Bandits, Kebbi",2023-01-17,2023-01-17,5,2024,1,Kebbi,North West,1,8,Avoid Route
IBD026199,"Cultists vs Policeman, Abia",2023-01-17,2023-01-17,3,2024,1,Abia,South East,0,3,Safe
IBD026217,"Army vs Bandits, Katsina",2023-01-17,2023-01-18,3,2024,1,Katsina,North West,1,8,Avoid Route
IBD026200,"Police vs Traders, Lagos",2023-01-17,2023-01-17,1,2024,1,Lagos,South West,0,0,Safe
IBD026379,"Troops vs Bandits, Niger",2023-01-17,2023-01-17,40,2024,1,Niger,North Central,1,10,Avoid Route
IBD026207,"Herdsmen Attack, Ondo",2023-01-17,2023-01-17,3,2024,1,Ondo,South West,2,8,Avoid Route
IBD026197,"Mob vs Thief, Delta",2023-01-16,2023-01-16,1,2024,1,Delta,South South,0,0,Safe
IBD026202,"Food Poisoning, Lagos",2023-01-16,2023-01-16,1,2024,1,Lagos,South West,0,0,Safe
IBD026201,"Army vs Bandits, Sokoto",2023-01-16,2023-01-16,20,2024,1,Sokoto,North West,1,10,Avoid Route
IBD026213,"Police vs Kidnapper, Delta",2023-01-16,2023-01-16,1,2024,1,Delta,South South,1,5,Caution
IBD026383,"Army vs Boko Haram, Borno",2023-01-16,2023-01-16,20,2024,1,Borno,North East,0,5,Caution
IBD026198,"Army vs Bandits, Kaduna",2023-01-16,2023-01-16,2,2024,1,Kaduna,North West,1,5,Caution
IBD026210,"Police vs Armed Robbers, Delta",2023-01-16,2023-01-16,2,2024,1,Delta,South South,0,0,Safe
IBD026180,"Auto Crash, Lagos",2023-01-15,2023-01-15,1,2024,1,Lagos,South West,0,0,Safe
IBD026168,"Gunmen Attack INEC Office, Enugu",2023-01-15,2023-01-15,1,2024,1,Enugu,South East,2,5,Caution
IBD026185,"Auto Crash, Kebbi",2023-01-15,2023-01-15,18,2024,1,Kebbi,North West,0,5,Caution
IBD026206,"Cult Clash, Edo",2023-01-15,2023-01-15,4,2024,1,Edo,South South,0,3,Safe
IBD026208,"Auto Crash, Ebonyi",2023-01-15,2023-01-15,1,2024,1,Ebonyi,South East,0,0,Safe
IBD026173,"Bandits vs Priest, Niger",2023-01-15,2023-01-15,1,2024,1,Niger,North Central,1,5,Caution
IBD026810,"Kidnap Victim, Lagos",2023-01-15,2023-01-15,1,2024,1,Lagos,South West,1,5,Caution
IBD026175,"Auto Crash, FCT (Abuja)",2023-01-15,2023-01-15,6,2024,1,FCT,North Central,0,3,Safe
IBD026380,"Army vs Boko Haram, Borno",2023-01-14,2023-01-14,10,2024,1,Borno,North East,0,5,Caution
IBD026184,"Electrocution, Enugu",2023-01-14,2023-01-14,1,2024,1,Enugu,South East,0,0,Safe
IBD026216,"Robbers vs Man, Kogi",2023-01-14,2023-01-14,1,2024,1,Kogi,North Central,0,0,Safe
IBD026176,"Auto Crash, Plateau",2023-01-14,2023-01-14,2,2024,1,Plateau,North Central,0,0,Safe
IBD026178,"Gunmen vs Vigilante, Kwara",2023-01-14,2023-01-14,2,2024,1,Kwara,North Central,1,5,Caution
IBD026181,"Man vs Mother, Delta",2023-01-14,2023-01-14,1,2024,1,Delta,South South,0,0,Safe
IBD026174,"Youths vs Village Head, Niger",2023-01-14,2023-01-14,1,2024,1,Niger,North Central,0,0,Safe
IBD026177,"Assailants vs Woman, Ondo",2023-01-14,2023-01-14,1,2024,1,Ondo,South West,0,0,Safe
IBD026224,"Drug Abuse, Lagos",2023-01-14,2023-01-14,1,2024,1,Lagos,South West,0,0,Safe
IBD026179,"Domestic Violence, Rivers",2023-01-14,2023-01-14,1,2024,1,Rivers,South South,0,0,Safe
IBD026166,"Auto Crash, Plateau",2023-01-14,2023-01-14,12,2024,1,Plateau,North Central,0,5,Caution
IBD026172,"Police vs Bandits, Kaduna",2023-01-14,2023-01-14,1,2024,1,Kaduna,North West,1,5,Caution
IBD026164,"Auto Crash, Bauchi",2023-01-14,2023-01-14,5,2024,1,Bauchi,North East,0,3,Safe
IBD026167,"Gunmen vs Policeman, Imo",2023-01-14,2023-01-14,1,2024,1,Imo,South East,1,5,Caution
IBD026159,"Auto Crash, Ogun",2023-01-14,2023-01-14,10,2024,1,Ogun,South West,0,5,Caution
IBD026165,"Gunmen Attack, Imo",2023-01-14,2023-01-14,4,2024,1,Imo,South East,2,8,Avoid Route
IBD026271,"Police vs Man, Lagos",2023-01-14,2023-01-14,2,2024,1,Lagos,South West,0,0,Safe
IBD026498,"Driver vs Businessman, Ondo",2023-01-14,2023-01-14,1,2024,1,Ondo,South West,0,0,Safe
IBD026194,"Youth Dies, FCT (Abuja)",2023-01-13,2023-01-13,1,2024,1,FCT,North Central,0,0,Safe
IBD026169,"Army vs ISWAP, Borno",2023-01-13,2023-01-13,20,2024,1,Borno,North East,0,5,Caution
IBD026191,"Mob vs Man, FCT (Abuja)",2023-01-13,2023-01-13,1,2024,1,FCT,North Central,0,0,Safe
IBD026158,"Auto Crash, Abia",2023-01-13,2023-01-13,8,2024,1,Abia,South East,0,3,Safe
IBD026151,"Inferno, Kaduna",2023-01-13,2023-01-13,4,2024,1,Kaduna,North West,0,3,Safe
IBD027548,"Woman Dies, Delta",2023-01-13,2023-01-13,1,2024,1,Delta,South South,0,0,Safe
IBD026195,"Police vs Cultist, Delta",2023-01-13,2023-01-13,1,2024,1,Delta,South South,0,0,Safe
IBD026192,"Vigilantes vs Bandits, Nasarawa",2023-01-13,2023-01-13,2,2024,1,Nasarawa,North Central,1,5,Caution
IBD026154,"Gunmen vs Vigilante Group, Delta",2023-01-12,2023-01-13,2,2024,1,Delta,South South,1,5,Caution
IBD026156,"Cult Clash, Delta",2023-01-12,2023-01-12,2,2024,1,Delta,South South,0,0,Safe
IBD026162,"Army vs Terrorists, Nasarawa",2023-01-12,2023-01-12,2,2024,1,Nasarawa,North Central,1,5,Caution
IBD026385,"Security Operatives vs Bandits, Zamfara",2023-01-12,2023-01-12,10,2024,1,Zamfara,North West,1,10,Avoid Route
IBD026148,"Kidnappers vs Police, Edo",2023-01-12,2023-01-12,2,2024,1,Edo,South South,1,5,Caution
IBD026384,"Security Operatives vs Bandits, Zamfara",2023-01-12,2023-01-12,10,2024,1,Zamfara,North West,1,10,Avoid Route
IBD026147,"Gunmen Attack, Anambra",2023-01-12,2023-01-12,5,2024,1,Anambra,South East,2,8,Avoid Route
IBD026160,"Jet Ski Rider Drowns, Lagos",2023-01-11,2023-01-11,1,2024,1,Lagos,South West,0,0,Safe
IBD026152,"Army vs IPOB/ESN, Imo",2023-01-11,2023-01-11,5,2024,1,Imo,South East,0,3,Safe
IBD026145,"Bandits Kill Community Leader, Kaduna",2023-01-11,2023-01-11,2,2024,1,Kaduna,North West,1,5,Caution
IBD026155,"Auto Crash, Niger",2023-01-11,2023-01-11,1,2024,1,Niger,North Central,0,0,Safe
IBD026153,"Army vs Bandits, Kaduna",2023-01-11,2023-01-11,2,2024,1,Kaduna,North West,1,5,Caution
IBD026140,"Auto Crash, FCT (Abuja)",2023-01-10,2023-01-10,1,2024,1,FCT,North Central,0,0,Safe
IBD026142,"Gunmen Kill 4, Anambra",2023-01-10,2023-01-10,4,2024,1,Anambra,South East,1,8,Avoid Route
IBD026146,"Gunmen Kill Man, FCT (Abuja)",2023-01-10,2023-01-10,1,2024,1,FCT,North Central,1,5,Caution
IBD026149,"Gunmen vs Intending Couple, Imo",2023-01-10,2023-01-10,2,2024,1,Imo,South East,1,5,Caution
IBD026183,"Policemen vs Bandits, Bauchi",2023-01-10,2023-01-10,2,2024,1,Bauchi,North East,1,5,Caution
IBD026134,"Auto Crash, Ondo",2023-01-09,2023-01-09,4,2024,1,Ondo,South West,0,3,Safe
IBD026129,"Yoruba Nation Agitators, Lagos",2023-01-09,2023-01-09,2,2024,1,Lagos,South West,0,0,Safe
IBD026141,"Security Operative vs Tanker Driver, Rivers",2023-01-09,2023-01-09,1,2024,1,Rivers,South South,0,0,Safe
IBD026135,"Bandits vs Security Operatives, Kaduna",2023-01-09,2023-01-09,19,2024,1,Kaduna,North West,1,10,Avoid Route
IBD026230,"One Killed, Benue",2023-01-09,2023-01-09,1,2024,1,Benue,North Central,0,0,Safe
IBD026182,"Bandits vs Man, Bauchi",2023-01-09,2023-01-09,1,2024,1,Bauchi,North East,1,5,Caution
IBD026130,"Cult Killing, Anambra",2023-01-08,2023-01-08,1,2024,1,Anambra,South East,0,0,Safe
IBD026143,"Robbers vs Student, Anambra",2023-01-08,2023-01-08,1,2024,1,Anambra,South East,0,0,Safe
IBD026157,"Herdsmen vs Farmer, Kwara",2023-01-08,2023-01-08,1,2024,1,Kwara,North Central,1,5,Caution
IBD026136,"Auto Crash, Sokoto",2023-01-08,2023-01-08,12,2024,1,Sokoto,North West,0,5,Caution
IBD026123,"Auto Crash, Ogun",2023-01-07,2023-01-07,1,2024,1,Ogun,South West,0,0,Safe
IBD026115,"Man vs Step-Mother, Kano",2023-01-07,2023-01-07,2,2024,1,Kano,North West,0,0,Safe
IBD026121,"Cultism, Rivers",2023-01-07,2023-01-07,2,2024,1,Rivers,South South,0,0,Safe
IBD026171,"Policemen vs Bandits, Bauchi",2023-01-07,2023-01-07,2,2024,1,Bauchi,North East,1,5,Caution
IBD026150,"Hotelier, Ogun",2023-01-07,2023-01-07,1,2024,1,Ogun,South West,0,0,Safe
IBD026131,"Suspected Robber, Lagos",2023-01-07,2023-01-07,1,2024,1,Lagos,South West,0,0,Safe
IBD026118,"Police vs Gunrunners, Zamfara",2023-01-07,2023-01-07,2,2024,1,Zamfara,North West,0,0,Safe
IBD026381,"Police vs Gunmen, Zamfara",2023-01-07,2023-01-07,2,2024,1,Zamfara,North West,1,5,Caution
IBD026968,"Ritual Killing, Ogun",2023-01-07,2023-01-07,1,2024,1,Ogun,South West,0,0,Safe
IBD026161,"Auto Crash, Oyo",2023-01-06,2023-01-06,1,2024,1,Oyo,South West,0,0,Safe
IBD026138,"Domestic Violence, Lagos",2023-01-06,2023-01-06,1,2024,1,Lagos,South West,0,0,Safe
IBD026112,"Auto Crash, Ogun",2023-01-06,2023-01-06,3,2024,1,Ogun,South West,0,3,Safe
IBD026120,"Gunmen Kill 1, Delta",2023-01-06,2023-01-06,1,2024,1,Delta,South South,1,5,Caution
IBD026132,"Auto Crash, Lagos",2023-01-06,2023-01-06,1,2024,1,Lagos,South West,0,0,Safe
IBD026144,"Bandits Kill 1, Kaduna",2023-01-05,2023-01-05,1,2024,1,Kaduna,North West,1,5,Caution
IBD026109,"Man vs Wife, Bauchi",2023-01-05,2023-01-05,1,2024,1,Bauchi,North East,0,0,Safe
IBD026133,"Cult Killing, Ondo",2023-01-05,2023-01-05,1,2024,1,Ondo,South West,0,0,Safe
IBD026580,"One Dead, Abia",2023-01-05,2023-01-05,1,2024,1,Abia,South East,0,0,Safe
IBD026139,"Man Dies, Anambra",2023-01-05,2023-01-05,1,2024,1,Anambra,South East,0,0,Safe
IBD026122,"Siblings in Fraud, Delta",2023-01-04,2023-01-04,1,2024,1,Delta,South South,0,0,Safe
IBD026101,"Gunmen Kill Vigilante, Anambra",2023-01-04,2023-01-04,1,2024,1,Anambra,South East,1,5,Caution
IBD026082,"Communal Clash, Ondo",2023-01-04,2023-01-04,1,2024,1,Ondo,South West,0,0,Safe
IBD026093,"Police vs Kidnappers, Bauchi",2023-01-04,2023-01-04,3,2024,1,Bauchi,North East,1,8,Avoid Route
IBD026128,"Man in Police Cell, Abia",2023-01-04,2023-01-04,1,2024,1,Abia,South East,0,0,Safe
IBD026111,"Auto Crash, Kano",2023-01-04,2023-01-04,7,2024,1,Kano,North West,0,3,Safe
IBD026116,"Police vs Bandits, Nasarawa",2023-01-04,2023-01-04,3,2024,1,Nasarawa,North Central,1,8,Avoid Route
IBD026113,"Auto Crash, Bauchi",2023-01-04,2023-01-04,18,2024,1,Bauchi,North East,0,5,Caution
IBD026124,"Police Kill Robber, Edo",2023-01-04,2023-01-04,1,2024,1,Edo,South South,0,0,Safe
IBD026126,"Police vs Terrorist, Katsina",2023-01-04,2023-01-04,1,2024,1,Katsina,North West,1,5,Caution
IBD026098,"Cult War, Delta",2023-01-03,2023-01-03,5,2024,1,Delta,South South,0,3,Safe
IBD026107,"Boy Drowns, Delta",2023-01-03,2023-01-03,1,2024,1,Delta,South South,0,0,Safe
IBD026077,"Auto Crash, Kwara",2023-01-03,2023-01-03,2,2024,1,Kwara,North Central,0,0,Safe
IBD026105,"Cultists Kill Man, ANambra",2023-01-03,2023-01-03,3,2024,1,Anambra,South East,0,3,Safe
IBD026095,"Boat Mishap, Kebbi",2023-01-03,2023-01-03,20,2024,1,Kebbi,North West,0,5,Caution
IBD026081,"Auto Crash, Lagos",2023-01-03,2023-01-03,1,2024,1,Lagos,South West,0,0,Safe
IBD026076,"Auto Crash, Kogi",2023-01-03,2023-01-03,15,2024,1,Kogi,North Central,0,5,Caution
IBD026092,"Youths Killed, Ondo",2023-01-03,2023-01-03,4,2024,1,Ondo,South West,0,3,Safe
IBD026291,"One Killed, Oyo",2023-01-03,2023-01-03,1,2024,1,Oyo,South West,0,0,Safe
IBD026083,"Son vs Father, Akwa Ibom",2023-01-03,2023-01-03,1,2024,1,Akwa Ibom,South South,0,0,Safe
IBD026099,"Couple Found Dead, Kano",2023-01-02,2023-01-02,2,2024,1,Kano,North West,0,0,Safe
IBD026075,"Police vs Bandit, Katsina",2023-01-02,2023-01-02,1,2024,1,Katsina,North West,1,5,Caution
IBD026087,"Gunmen Attack, Nasarawa",2023-01-02,2023-01-02,1,2024,1,Nasarawa,North Central,2,5,Caution
IBD026100,"Army Officer vs Passenger, FCT (Abuja)",2023-01-02,2023-01-02,1,2024,1,FCT,North Central,0,0,Safe
IBD026085,"Policemen Killed in Ohakim Convoy, Imo",2023-01-02,2023-01-02,4,2024,1,Imo,South East,0,3,Safe
IBD026091,"Gunmen Attack, Anambra",2023-01-02,2023-01-02,1,2024,1,Anambra,South East,2,5,Caution
IBD026356,"Medical Negligence, Bauchi",2023-01-02,2023-01-02,1,2024,1,Bauchi,North East,0,0,Safe
IBD026781,"Medical Negligence, Delta",2023-01-02,2023-01-02,1,2024,1,Delta,South South,0,0,Safe
IBD026102,"Sex Romp, Ekiti",2023-01-02,2023-01-02,1,2024,1,Ekiti,South West,0,0,Safe
IBD026088,"Army vs Bandits, Kaduna",2023-01-01,2023-01-03,3,2024,1,Kaduna,North West,1,8,Avoid Route
IBD026072,"Hoodlums vs Couple, Ogun",2023-01-01,2023-01-01,3,2024,1,Ogun,South West,0,3,Safe
IBD026096,"Army vs Boko Haram, Borno",2023-01-01,2023-01-01,32,2024,1,Borno,North East,0,5,Caution
IBD026074,"Auto Crash, Oyo",2023-01-01,2023-01-01,5,2024,1,Oyo,South West,0,3,Safe
IBD026090,"Gunmen Attack, Imo",2023-01-01,2023-01-01,2,2024,1,Imo,South East,2,5,Caution
IBD026089,"Gunmen Attack, Anambra",2023-01-01,2023-01-01,4,2024,1,Anambra,South East,2,8,Avoid Route
IBD026125,"Police vs Hoodlum, Katsina",2023-01-01,2023-01-01,1,2024,1,Katsina,North West,0,0,Safe
IBD026103,"Police Kill Bandit, Zamfara",2023-01-01,2023-01-01,1,2024,1,Zamfara,North West,1,5,Caution
IBD026078,"Auto Crash, Bauchi",2023-01-01,2023-01-01,7,2024,1,Bauchi,North East,0,3,Safe
IBD026069,"Gunmen vs Ebubeagu Commander, Ebonyi",2023-01-01,2023-01-01,1,2024,1,Ebonyi,South East,1,5,Caution
IBD026079,"Auto Crash, Ogun",2023-01-01,2023-01-01,1,2024,1,Ogun,South West,0,0,Safe
IBD026080,"Auto Crash, Ogun",2023-01-01,2023-01-01,7,2024,1,Ogun,South West,0,3,Safe
IBD028056,"Ritualist Shrine, Oyo",2023-01-01,2023-06-30,5,2024,1,Oyo,South West,0,3,Safe
IBD026110,"Woman vs Co-wife, Bauchi",2023-01-01,2023-01-01,1,2024,1,Bauchi,North East,0,0,Safe
IBD028043,"Police Kill Kidnapper, Yobe",2023-00-20,2023-00-20,1,2024,1,Yobe,North East,1,5,Caution
IBD026331,"Assailants vs Man, Delta",2022-12-31,2022-12-31,1,2024,1,Delta,South South,0,0,Safe
IBD026163,"Communal Clash, Delta",2022-12-31,2022-12-31,3,2024,1,Delta,South South,0,3,Safe
IBD026097,"Political Issue, Sokoto",2022-12-31,2022-12-31,2,2024,1,Sokoto,North West,0,0,Safe
IBD026117,"Police vs Bandits, Bauchi",2022-12-31,2022-12-31,20,2024,1,Bauchi,North East,1,10,Avoid Route
IBD026094,"Police vs Kidnappers/Bandits, Bauchi",2022-12-31,2022-12-31,10,2024,1,Bauchi,North East,2,10,Avoid Route
IBD026086,"Auto Crash, Niger",2022-12-31,2022-12-31,4,2024,1,Niger,North Central,0,3,Safe
IBD026070,"Inferno, Akwa Ibom",2022-12-30,2022-12-30,2,2024,1,Akwa Ibom,South South,0,0,Safe
IBD026040,"Auto Crash, Delta",2022-12-29,2022-12-29,3,2024,1,Delta,South South,0,3,Safe
IBD026084,"Kidnappers Kill Doctor, Delta",2022-12-29,2022-12-29,1,2024,1,Delta,South South,1,5,Caution
IBD026037,"Bomb Blast, Kogi",2022-12-29,2022-12-29,4,2024,1,Kogi,North Central,0,3,Safe
IBD026061,"Motorist Dies, Oyo",2022-12-29,2022-12-29,1,2024,1,Oyo,South West,0,0,Safe
IBD026052,"Banditry, Bauchi",2022-12-29,2022-12-29,32,2024,1,Bauchi,North East,1,10,Avoid Route
IBD026044,"Political Supremacy, Ebonyi",2022-12-28,2022-12-28,3,2024,1,Ebonyi,South East,0,3,Safe
IBD026043,"Auto Crash, Kogi",2022-12-28,2022-12-28,2,2024,1,Kogi,North Central,0,0,Safe
IBD026240,"Man vs Security Guard, Ondo",2022-12-28,2022-12-28,1,2024,1,Ondo,South West,0,0,Safe
IBD026063,"Assailants vs Policeman, Bayelsa",2022-12-28,2022-12-28,1,2024,1,Bayelsa,South South,0,0,Safe
IBD026039,"Political Violence, Oyo",2022-12-28,2022-12-28,1,2024,1,Oyo,South West,0,0,Safe
IBD026108,"Ritual Killing, Ogun",2022-12-28,2022-12-28,3,2024,1,Ogun,South West,0,3,Safe
IBD026055,"Police vs Kidnappers, Delta",2022-12-28,2022-12-28,1,2024,1,Delta,South South,1,5,Caution
IBD026054,"Gunmen Attack, Katsina",2022-12-28,2022-12-28,1,2024,1,Katsina,North West,2,5,Caution
IBD026060,"Auto Crash, Imo",2022-12-28,2022-12-28,6,2024,1,Imo,South East,0,3,Safe
IBD026033,"Auto Crash, Ogun",2022-12-28,2022-12-28,7,2024,1,Ogun,South West,0,3,Safe
IBD026032,"Auto Crash , Lagos",2022-12-27,2022-12-27,1,2024,1,Lagos,South West,0,0,Safe
IBD026028,"Auto Crash, Niger",2022-12-27,2022-12-27,7,2024,1,Niger,North Central,0,3,Safe
IBD026057,"Banditry, Sokoto",2022-12-27,2022-12-27,10,2024,1,Sokoto,North West,1,10,Avoid Route
IBD026034,"Auto Crash, Niger",2022-12-27,2022-12-27,11,2024,1,Niger,North Central,0,5,Caution
IBD026038,"Boko Haram Explosion, Niger",2022-12-27,2022-12-27,1,2024,1,Niger,North Central,0,0,Safe
IBD026036,"Auto Crash, Ekiti",2022-12-27,2022-12-27,1,2024,1,Ekiti,South West,0,0,Safe
IBD026046,"Assaliant vs Man, Lagos",2022-12-27,2022-12-27,1,2024,1,Lagos,South West,0,0,Safe
IBD026035,"Auto Crash, Cross River",2022-12-27,2022-12-27,8,2024,1,Cross River,South South,0,3,Safe
IBD026056,"Banditry, Sokoto",2022-12-27,2022-12-27,10,2024,1,Sokoto,North West,1,10,Avoid Route
IBD026042,"Banditry, Sokoto",2022-12-27,2022-12-27,10,2024,1,Sokoto,North West,1,10,Avoid Route
IBD026029,"Auto Crash, Oyo",2022-12-27,2022-12-27,10,2024,1,Oyo,South West,0,5,Caution
IBD026030,"Auto Crash, Akwa Ibom",2022-12-27,2022-12-27,3,2024,1,Akwa Ibom,South South,0,3,Safe
IBD026047,"3 Drown, Lagos",2022-12-26,2022-12-26,3,2024,1,Lagos,South West,0,3,Safe
IBD026051,"Assailants Attack, Imo",2022-12-26,2022-12-26,2,2024,1,Imo,South East,1,5,Caution
IBD026049,"Ritual Killing, Oyo",2022-12-26,2022-12-26,3,2024,1,Oyo,South West,0,3,Safe
IBD026025,"Auto Crash, Bauchi",2022-12-26,2022-12-26,1,2024,1,Bauchi,North East,0,0,Safe
