Identifier,Title,Start date,End date,Number of deaths,Year,Month,State,Region,BanditScore,TravelRiskScore,RouteAlert,RainfallLevel,FloodRisk,WeatherRiskScore,CombinedRiskScore,CombinedAlert
IBD026414,"Police vs Protesters, Abia",2023-02-17,2023-02-17,4,2024,1,Abia,South East,0,3,Safe,67,Moderate,3,6,Moderate Risk
IBD026422,"Hoodlums Kill 4, Ebonyi",2023-02-17,2023-02-17,4,2024,1,Ebonyi,South East,0,3,Safe,40,Low,1,4,Moderate Risk
IBD026418,"Political Violence, Osun",2023-02-17,2023-02-17,2,2024,1,Osun,South West,0,0,Safe,24,Low,1,1,Low Risk
IBD026619,"Medical Negligence, Lagos",2023-02-17,2023-02-17,1,2024,1,Lagos,South West,0,0,Safe,96,High,5,5,Moderate Risk
IBD026414,"Police vs Protesters, Abia",2023-02-17,2023-02-17,4,2024,1,Abia,South East,0,3,Safe,55,Moderate,3,6,Moderate Risk
IBD026502,"Fulani Herdsmen, Enugu",2023-02-17,2023-02-17,2,2024,1,Enugu,South East,1,5,Caution,64,Moderate,3,9,High Risk
IBD026428,"Transport Worker vs Colleague, Lagos",2023-02-16,2023-02-16,1,2024,1,Lagos,South West,0,0,Safe,88,High,5,5,Moderate Risk
IBD026408,"Auto Crash, Lagos",2023-02-16,2023-02-16,1,2024,1,Lagos,South West,0,0,Safe,98,High,5,5,Moderate Risk
IBD026425,"Baby Buried, Akwa Ibom",2023-02-16,2023-02-16,1,2024,1,Akwa Ibom,South South,0,0,Safe,89,High,5,5,Moderate Risk
IBD026406,"Inferno, Lagos",2023-02-16,2023-02-16,1,2024,1,Lagos,South West,0,0,Safe,88,High,5,5,Moderate Risk
IBD026975,"Political Violence, Osun",2023-02-16,2023-03-18,13,2024,1,Osun,South West,0,5,Caution,10,Low,1,6,Moderate Risk
IBD026410,"Security Operatives vs Bandits, Kaduna",2023-02-16,2023-02-16,7,2024,1,Kaduna,North West,1,8,Avoid Route,38,Low,1,10,High Risk
IBD026412,"Police vs Woman, Adamawa",2023-02-16,2023-02-16,1,2024,1,Adamawa,North East,0,0,Safe,32,Low,1,1,Low Risk
IBD026405,"Gunmen Attack, Bayelsa",2023-02-15,2023-02-15,3,2024,1,Bayelsa,South South,2,8,Avoid Route,90,High,5,15,Extreme Danger
IBD026404,"Police vs Soldier, Lagos",2023-02-15,2023-02-15,1,2024,1,Lagos,South West,0,0,Safe,97,High,5,5,Moderate Risk
IBD026411,"Security Operatives vs Protesters, Ogun",2023-02-15,2023-02-16,2,2024,1,Ogun,South West,0,0,Safe,53,Moderate,3,3,Low Risk
IBD026394,"Security Operatives vs Protesters, Edo",2023-02-15,2023-02-15,4,2024,1,Edo,South South,0,3,Safe,61,Moderate,3,6,Moderate Risk
IBD026409,"Student Drowns, Ondo",2023-02-15,2023-02-15,1,2024,1,Ondo,South West,0,0,Safe,61,Moderate,3,3,Low Risk
IBD026395,"Auto Crash, Kwara",2023-02-15,2023-02-15,6,2024,1,Kwara,North Central,0,3,Safe,18,Low,1,4,Moderate Risk
IBD026557,"Police vs Man, Delta",2023-02-15,2023-02-15,1,2024,1,Delta,South South,0,0,Safe,99,High,5,5,Moderate Risk
IBD026407,"Medical Negligence, Kano",2023-02-15,2023-02-15,1,2024,1,Kano,North West,0,0,Safe,16,Low,1,1,Low Risk
IBD026752,"Found Dead, Lagos",2023-02-15,2023-02-15,1,2024,1,Lagos,South West,0,0,Safe,99,High,5,5,Moderate Risk
IBD026402,"Drown, FCT",2023-02-15,2023-02-15,1,2024,1,FCT,North Central,0,0,Safe,45,Low,1,1,Low Risk
IBD027075,"Vigilante vs Man, Edo",2023-02-15,2023-02-15,1,2024,1,Edo,South South,0,0,Safe,56,Moderate,3,3,Low Risk
IBD026396,"Cult Killing, Rivers",2023-02-14,2023-02-14,10,2024,1,Rivers,South South,0,5,Caution,96,High,5,10,High Risk
IBD026403,"Police vs Soldiers, Ogun",2023-02-14,2023-02-14,1,2024,1,Ogun,South West,0,0,Safe,75,Moderate,3,3,Low Risk
IBD026487,"Hors-Riding Accident, Rivers",2023-02-14,2023-02-14,1,2024,1,Rivers,South South,0,0,Safe,95,High,5,5,Moderate Risk
IBD026398,"Kidnappers vs Woman, Anambra",2023-02-14,2023-02-14,1,2024,1,Anambra,South East,1,5,Caution,56,Moderate,3,9,High Risk
IBD026400,"Gunmen Attack, FCT (Abuja)",2023-02-14,2023-02-14,2,2024,1,FCT,North Central,2,5,Caution,40,Low,1,8,High Risk
IBD026397,"Gunmen kill Politician Foster Son, Lagos",2023-02-13,2023-02-13,1,2024,1,Lagos,South West,1,5,Caution,100,High,5,11,High Risk
IBD026374,"Police vs Gunmen, Anambra",2023-02-13,2023-02-13,1,2024,1,Anambra,South East,1,5,Caution,74,Moderate,3,9,High Risk
IBD026401,"Police Kill 2, Katsina",2023-02-13,2023-02-13,2,2024,1,Katsina,North West,0,0,Safe,44,Low,1,1,Low Risk
IBD026392,"Drown, Kano",2023-02-13,2023-02-13,1,2024,1,Kano,North West,0,0,Safe,10,Low,1,1,Low Risk
IBD026399,"Man vs Brother, Rivers",2023-02-13,2023-02-13,1,2024,1,Rivers,South South,0,0,Safe,89,High,5,5,Moderate Risk
IBD026375,"Rape Victim, Rivers",2023-02-12,2023-02-12,1,2024,1,Rivers,South South,0,0,Safe,80,High,5,5,Moderate Risk
IBD026386,"2 Killed, Plateau",2023-02-12,2023-02-12,2,2024,1,Plateau,North Central,0,0,Safe,36,Low,1,1,Low Risk
IBD026390,"Boko Haram, Borno",2023-02-12,2023-02-12,8,2024,1,Borno,North East,0,3,Safe,11,Low,1,4,Moderate Risk
IBD026391,"Cult Clash, Benue",2023-02-12,2023-02-12,7,2024,1,Benue,North Central,0,3,Safe,44,Low,1,4,Moderate Risk
IBD026378,"Auto Crash, Lagos",2023-02-12,2023-02-12,5,2024,1,Lagos,South West,0,3,Safe,81,High,5,8,High Risk
IBD026376,"Auto Crash, Lagos",2023-02-12,2023-02-12,1,2024,1,Lagos,South West,0,0,Safe,87,High,5,5,Moderate Risk
IBD026377,"Auto Crash, Niger",2023-02-12,2023-02-12,7,2024,1,Niger,North Central,0,3,Safe,29,Low,1,4,Moderate Risk
IBD026367,"Auto Crash, Ogun",2023-02-12,2023-02-12,1,2024,1,Ogun,South West,0,0,Safe,66,Moderate,3,3,Low Risk
IBD029895,"Rape to Death, Rivers",2023-02-12,2023-02-12,1,2024,1,Rivers,South South,0,0,Safe,96,High,5,5,Moderate Risk
IBD026389,"Farmers vs Herders, Kogi",2023-02-11,2023-02-11,1,2024,1,Kogi,North Central,0,0,Safe,29,Low,1,1,Low Risk
IBD026361,"Bandits vs Policemen, Niger",2023-02-11,2023-02-11,6,2024,1,Niger,North Central,1,8,Avoid Route,30,Low,1,10,High Risk
IBD026362,"Political Violence, Lagos",2023-02-11,2023-02-11,1,2024,1,Lagos,South West,0,0,Safe,83,High,5,5,Moderate Risk
IBD026388,"Cult Clash, Lagos",2023-02-11,2023-02-11,2,2024,1,Lagos,South West,0,0,Safe,90,High,5,5,Moderate Risk
IBD026364,"Soldiers vs Boko Haram, Borno",2023-02-10,2023-02-11,36,2024,1,Borno,North East,0,5,Caution,14,Low,1,6,Moderate Risk
IBD026363,"Political Violence, Jigawa",2023-02-10,2023-02-10,1,2024,1,Jigawa,North West,0,0,Safe,46,Low,1,1,Low Risk
IBD026357,"Gunmen vs Policemen, Anambra",2023-02-10,2023-02-10,3,2024,1,Anambra,South East,1,8,Avoid Route,79,Moderate,3,12,Extreme Danger
IBD026864,"Medical Negligence, Lagos",2023-02-10,2023-02-10,1,2024,1,Lagos,South West,0,0,Safe,85,High,5,5,Moderate Risk
IBD026345,"Cultism, Cross River",2023-02-09,2023-02-09,1,2024,1,Cross River,South South,0,0,Safe,97,High,5,5,Moderate Risk
IBD026349,"Rape, Benue",2023-02-09,2023-02-09,1,2024,1,Benue,North Central,0,0,Safe,39,Low,1,1,Low Risk
IBD026358,"Army vs Bandits, Kaduna",2023-02-09,2023-02-10,4,2024,1,Kaduna,North West,1,8,Avoid Route,45,Low,1,10,High Risk
IBD026347,"Communal Clash, Ebonyi",2023-02-09,2023-02-09,1,2024,1,Ebonyi,South East,0,0,Safe,33,Low,1,1,Low Risk
IBD026354,"Police vs Armed Robber, Gombe",2023-02-09,2023-02-09,1,2024,1,Gombe,North East,0,0,Safe,35,Low,1,1,Low Risk
IBD026360,"Kidnappers vs Farmer, Ondo",2023-02-09,2023-02-09,1,2024,1,Ondo,South West,1,5,Caution,57,Moderate,3,9,High Risk
IBD026355,"Herdsmen Attack, Benue",2023-02-09,2023-02-09,4,2024,1,Benue,North Central,2,8,Avoid Route,38,Low,1,11,High Risk
IBD026359,"Student Dies, Lagos",2023-02-09,2023-02-09,1,2024,1,Lagos,South West,0,0,Safe,88,High,5,5,Moderate Risk
IBD026346,"Soldier vs Man, Lagos",2023-02-09,2023-02-09,1,2024,1,Lagos,South West,0,0,Safe,90,High,5,5,Moderate Risk
IBD026351,"Auto Crash, Ogun",2023-02-09,2023-02-09,1,2024,1,Ogun,South West,0,0,Safe,62,Moderate,3,3,Low Risk
IBD026369,"Gunmen Kill Student, FCT (Abuja)",2023-02-09,2023-02-09,1,2024,1,FCT,North Central,1,5,Caution,32,Low,1,7,Moderate Risk
IBD026348,"Gunmen vs Soldiers, Delta",2023-02-09,2023-02-09,6,2024,1,Delta,South South,1,8,Avoid Route,85,High,5,14,Extreme Danger
IBD026350,"Cult Clash, Benue",2023-02-08,2023-02-09,3,2024,1,Benue,North Central,0,3,Safe,28,Low,1,4,Moderate Risk
IBD026416,"Woman Dies, Nasarawa",2023-02-08,2023-02-08,1,2024,1,Nasarawa,North Central,0,0,Safe,32,Low,1,1,Low Risk
IBD026585,"Assailants vs Man, Lagos",2023-02-08,2023-02-08,1,2024,1,Lagos,South West,0,0,Safe,96,High,5,5,Moderate Risk
IBD026340,"Gunmen Attack, Kaduna",2023-02-07,2023-02-07,2,2024,1,Kaduna,North West,2,5,Caution,47,Low,1,8,High Risk
IBD026365,"Woman Dies, Kaduna",2023-02-07,2023-02-07,1,2024,1,Kaduna,North West,0,0,Safe,42,Low,1,1,Low Risk
IBD026334,"Cultists vs Lecturer, Anambra",2023-02-07,2023-02-07,1,2024,1,Anambra,South East,0,0,Safe,60,Moderate,3,3,Low Risk
IBD026352,"Market Crisis, Bauchi",2023-02-07,2023-02-07,1,2024,1,Bauchi,North East,0,0,Safe,23,Low,1,1,Low Risk
IBD026337,"Herdsmen Attack, Enugu",2023-02-07,2023-02-07,1,2024,1,Enugu,South East,2,5,Caution,68,Moderate,3,10,High Risk
IBD026371,"Man vs Bus Driver, Lagos",2023-02-07,2023-02-07,1,2024,1,Lagos,South West,0,0,Safe,93,High,5,5,Moderate Risk
IBD026344,"Political Violence, Ogun",2023-02-07,2023-02-07,1,2024,1,Ogun,South West,0,0,Safe,53,Moderate,3,3,Low Risk
IBD026335,"Auto Crash, Niger",2023-02-06,2023-02-06,1,2024,1,Niger,North Central,0,0,Safe,45,Low,1,1,Low Risk
IBD026341,"Auto Crash, Delta",2023-02-06,2023-02-06,2,2024,1,Delta,South South,0,0,Safe,85,High,5,5,Moderate Risk
IBD026338,"Auto Crash, Yobe",2023-02-06,2023-02-06,3,2024,1,Yobe,North East,0,3,Safe,21,Low,1,4,Moderate Risk
IBD026326,"Corpse, Lagos",2023-02-06,2023-02-06,1,2024,1,Lagos,South West,0,0,Safe,87,High,5,5,Moderate Risk
IBD026562,"Security Guard vs House Help, Lagos",2023-02-06,2023-02-06,1,2024,1,Lagos,South West,0,0,Safe,90,High,5,5,Moderate Risk
IBD026332,"Communal Clash, Anambra",2023-02-06,2023-02-06,7,2024,1,Anambra,South East,0,3,Safe,76,Moderate,3,6,Moderate Risk
IBD026329,"Political Violence, Ebonyi",2023-02-06,2023-02-06,1,2024,1,Ebonyi,South East,0,0,Safe,44,Low,1,1,Low Risk
IBD026328,"Shooting, Plateau",2023-02-05,2023-02-05,4,2024,1,Plateau,North Central,0,3,Safe,10,Low,1,4,Moderate Risk
IBD026336,"Soldiers vs Man, Kaduna",2023-02-05,2023-02-05,1,2024,1,Kaduna,North West,0,0,Safe,18,Low,1,1,Low Risk
IBD026339,"Auto Crash, Kwara",2023-02-04,2023-02-04,1,2024,1,Kwara,North Central,0,0,Safe,39,Low,1,1,Low Risk
IBD026316,"Herdsmen Attack, Ondo",2023-02-04,2023-02-04,7,2024,1,Ondo,South West,2,8,Avoid Route,57,Moderate,3,13,Extreme Danger
IBD026319,"Ship Accident, Lagos",2023-02-04,2023-02-04,6,2024,1,Lagos,South West,0,3,Safe,84,High,5,8,High Risk
IBD026320,"Political Violence, Oyo",2023-02-04,2023-02-04,2,2024,1,Oyo,South West,0,0,Safe,28,Low,1,1,Low Risk
IBD026722,"Lady Found Dead, Ogun",2023-02-04,2023-02-04,1,2024,1,Ogun,South West,0,0,Safe,62,Moderate,3,3,Low Risk
IBD026311,"Decomposed Corps, Taraba",2023-02-03,2023-02-03,7,2024,1,Taraba,North East,0,3,Safe,16,Low,1,4,Moderate Risk
IBD026323,"Auto Crash, Lagos",2023-02-03,2023-02-03,1,2024,1,Lagos,South West,0,0,Safe,91,High,5,5,Moderate Risk
IBD026324,"Political Violence, Cross River",2023-02-03,2023-02-03,3,2024,1,Cross River,South South,0,3,Safe,96,High,5,8,High Risk
IBD026318,"Building Collapse, Rivers",2023-02-03,2023-02-03,3,2024,1,Rivers,South South,0,3,Safe,100,High,5,8,High Risk
IBD026342,"Found Dead, Delta",2023-02-03,2023-02-03,1,2024,1,Delta,South South,0,0,Safe,95,High,5,5,Moderate Risk
IBD026313,"Auto Crash, Ogun",2023-02-03,2023-02-03,1,2024,1,Ogun,South West,0,0,Safe,57,Moderate,3,3,Low Risk
IBD026322,"Auto Crash, Rivers",2023-02-03,2023-02-03,9,2024,1,Rivers,South South,0,3,Safe,94,High,5,8,High Risk
IBD026315,"Gunmen Attack, Kaduna",2023-02-03,2023-02-03,2,2024,1,Kaduna,North West,2,5,Caution,29,Low,1,8,High Risk
IBD026321,"Gunmen vs Security Operatives, Anambra",2023-02-03,2023-02-03,3,2024,1,Anambra,South East,1,8,Avoid Route,63,Moderate,3,12,Extreme Danger
IBD026543,"Men vs Brothers, Oyo",2023-02-03,2023-02-03,2,2024,1,Oyo,South West,0,0,Safe,24,Low,1,1,Low Risk
IBD026325,"Gunmen vs Judge, Imo",2023-02-02,2023-02-02,1,2024,1,Imo,South East,1,5,Caution,54,Moderate,3,9,High Risk
IBD026314,"Gunmen vs Governorship Candidate, Ebonyi",2023-02-02,2023-02-02,1,2024,1,Ebonyi,South East,1,5,Caution,40,Low,1,7,Moderate Risk
IBD026327,"Car Thief, Lagos",2023-02-02,2023-02-02,1,2024,1,Lagos,South West,0,0,Safe,80,High,5,5,Moderate Risk
IBD026330,"Herdsmen vs Soldiers, Benue",2023-02-02,2023-02-04,4,2024,1,Benue,North Central,1,8,Avoid Route,21,Low,1,10,High Risk
IBD026309,"Cult Killing, Anambra",2023-02-02,2023-02-02,1,2024,1,Anambra,South East,0,0,Safe,73,Moderate,3,3,Low Risk
IBD026305,"Gunmen Attack, Anambra",2023-02-01,2023-02-01,1,2024,1,Anambra,South East,2,5,Caution,51,Moderate,3,10,High Risk
IBD026303,"Inferno, Kaduna",2023-02-01,2023-02-01,3,2024,1,Kaduna,North West,0,3,Safe,42,Low,1,4,Moderate Risk
IBD026317,"Banditry, Katsina",2023-02-01,2023-02-03,79,2024,1,Katsina,North West,1,10,Avoid Route,15,Low,1,12,Extreme Danger
IBD026312,"Bandits vs Vigilante, Katsina",2023-02-01,2023-02-02,53,2024,1,Katsina,North West,1,10,Avoid Route,33,Low,1,12,Extreme Danger
IBD026307,"Building Collapse, FCT (Abuja)",2023-02-01,2023-02-01,3,2024,1,FCT,North Central,0,3,Safe,48,Low,1,4,Moderate Risk
IBD026343,"Medical Negligence, Lagos",2023-02-01,2023-02-01,1,2024,1,Lagos,South West,0,0,Safe,99,High,5,5,Moderate Risk
IBD026836,"Auto Crash, Gombe",2023-02-01,2023-02-01,24,2024,1,Gombe,North East,0,5,Caution,36,Low,1,6,Moderate Risk
IBD018315,"Son vs Father, Ekiti",2023-02-01,2023-02-01,1,2024,1,Ekiti,South West,0,0,Safe,31,Low,1,1,Low Risk
IBD025875,"Gunmen vs Community Leader, Plateau",2023-01-31,2023-01-31,1,2024,1,Plateau,North Central,1,5,Caution,42,Low,1,7,Moderate Risk
IBD026294,"Auto Crash, Lagos",2023-01-31,2023-01-31,2,2024,1,Lagos,South West,0,0,Safe,83,High,5,5,Moderate Risk
IBD026293,"Herdsmen Attack, Benue",2023-01-31,2023-01-31,2,2024,1,Benue,North Central,2,5,Caution,16,Low,1,8,High Risk
IBD026306,"Political Violence, Oyo",2023-01-31,2023-01-31,2,2024,1,Oyo,South West,0,0,Safe,23,Low,1,1,Low Risk
IBD026353,"Auto Crash, Rivers",2023-01-31,2023-01-31,1,2024,1,Rivers,South South,0,0,Safe,85,High,5,5,Moderate Risk
IBD026300,"Political Stampede, Sokoto",2023-01-31,2023-01-31,2,2024,1,Sokoto,North West,0,0,Safe,21,Low,1,1,Low Risk
IBD026297,"Tanker Explosion, Ogun",2023-01-31,2023-01-31,1,2024,1,Ogun,South West,0,0,Safe,77,Moderate,3,3,Low Risk
IBD026295,"Political Violence, Bauchi",2023-01-30,2023-01-30,1,2024,1,Bauchi,North East,0,0,Safe,25,Low,1,1,Low Risk
IBD026304,"Banditry, Niger",2023-01-30,2023-01-30,1,2024,1,Niger,North Central,1,5,Caution,41,Low,1,7,Moderate Risk
IBD026287,"Found Dead, Anambra",2023-01-30,2023-01-30,1,2024,1,Anambra,South East,0,0,Safe,56,Moderate,3,3,Low Risk
IBD026302,"Herders vs Women, Benue",2023-01-30,2023-01-30,3,2024,1,Benue,North Central,0,3,Safe,17,Low,1,4,Moderate Risk
IBD026477,"Driver vs Passenger, Lagos",2023-01-30,2023-01-30,1,2024,1,Lagos,South West,0,0,Safe,88,High,5,5,Moderate Risk
IBD026301,"Herdsmen vs Children, Benue",2023-01-30,2023-01-30,2,2024,1,Benue,North Central,1,5,Caution,10,Low,1,7,Moderate Risk
IBD026288,"Police vs Robbers, Delta",2023-01-29,2023-01-29,2,2024,1,Delta,South South,0,0,Safe,93,High,5,5,Moderate Risk
IBD026281,"Gunmen vs Police, Ebonyi",2023-01-29,2023-01-29,3,2024,1,Ebonyi,South East,1,8,Avoid Route,27,Low,1,10,High Risk
IBD026279,"Auto Crash, Ondo",2023-01-29,2023-01-29,11,2024,1,Ondo,South West,0,5,Caution,69,Moderate,3,8,High Risk
IBD026280,"Auto Crash, Lagos",2023-01-29,2023-01-29,9,2024,1,Lagos,South West,0,3,Safe,86,High,5,8,High Risk
IBD026290,"Mysterious Death, Rivers",2023-01-29,2023-01-29,5,2024,1,Rivers,South South,0,3,Safe,89,High,5,8,High Risk
IBD026296,"Herdsmen Attack, Benue",2023-01-29,2023-01-30,2,2024,1,Benue,North Central,2,5,Caution,35,Low,1,8,High Risk
IBD026298,"Herdsmen Attack, Benue",2023-01-29,2023-01-29,2,2024,1,Benue,North Central,2,5,Caution,10,Low,1,8,High Risk
IBD026333,"Man vs Brother, Lagos",2023-01-29,2023-01-29,1,2024,1,Lagos,South West,0,0,Safe,86,High,5,5,Moderate Risk
IBD026282,"Gunmen vs Soldiers, Enugu",2023-01-28,2023-01-28,2,2024,1,Enugu,South East,1,5,Caution,68,Moderate,3,9,High Risk
IBD026276,"Mine Collapse, Plateau",2023-01-28,2023-01-28,5,2024,1,Plateau,North Central,0,3,Safe,19,Low,1,4,Moderate Risk
IBD026299,"Herdsmen Attack, Benue",2023-01-28,2023-01-28,1,2024,1,Benue,North Central,2,5,Caution,39,Low,1,8,High Risk
IBD026278,"Police vs Robber, FCT (Abuja)",2023-01-28,2023-01-28,1,2024,1,FCT,North Central,0,0,Safe,39,Low,1,1,Low Risk
IBD026283,"Auto Crash, Bauchi",2023-01-28,2023-01-28,2,2024,1,Bauchi,North East,0,0,Safe,11,Low,1,1,Low Risk
IBD026284,"Army vs Boko Haram, Borno",2023-01-28,2023-01-28,32,2024,1,Borno,North East,0,5,Caution,38,Low,1,6,Moderate Risk
IBD026285,"Medical Negligence, Cross River",2023-01-28,2023-01-28,1,2024,1,Cross River,South South,0,0,Safe,80,High,5,5,Moderate Risk
IBD026277,"Gunmen Attack, Imo",2023-01-28,2023-01-28,2,2024,1,Imo,South East,2,5,Caution,51,Moderate,3,10,High Risk
IBD026289,"Man vs Colleague, Ebonyi",2023-01-28,2023-01-28,1,2024,1,Ebonyi,South East,0,0,Safe,44,Low,1,1,Low Risk
IBD026292,"Banditry, Sokoto",2023-01-27,2023-01-27,2,2024,1,Sokoto,North West,1,5,Caution,37,Low,1,7,Moderate Risk
IBD026286,"Gunmen vs Vigilante, Ebonyi",2023-01-27,2023-01-27,2,2024,1,Ebonyi,South East,1,5,Caution,43,Low,1,7,Moderate Risk
IBD026267,"Cult Clash, Lagos",2023-01-27,2023-01-27,2,2024,1,Lagos,South West,0,0,Safe,91,High,5,5,Moderate Risk
IBD026269,"Bandits vs Miners, Kaduna",2023-01-26,2023-01-26,5,2024,1,Kaduna,North West,1,8,Avoid Route,43,Low,1,10,High Risk
IBD026270,"Auto Crash, Kogi",2023-01-26,2023-01-26,1,2024,1,Kogi,North Central,0,0,Safe,16,Low,1,1,Low Risk
IBD026274,"Auto Crash, Bauchi",2023-01-26,2023-01-26,2,2024,1,Bauchi,North East,0,0,Safe,44,Low,1,1,Low Risk
IBD026272,"Auto Crash, Niger",2023-01-26,2023-01-26,7,2024,1,Niger,North Central,0,3,Safe,33,Low,1,4,Moderate Risk
IBD026264,"Bandits Kill 2, Niger",2023-01-25,2023-01-25,2,2024,1,Niger,North Central,1,5,Caution,45,Low,1,7,Moderate Risk
IBD026262,"Gunmen vs Policemen, Imo",2023-01-25,2023-01-25,2,2024,1,Imo,South East,1,5,Caution,50,Moderate,3,9,High Risk
IBD026268,"Bandits vs Miners, Niger",2023-01-25,2023-01-25,6,2024,1,Niger,North Central,1,8,Avoid Route,35,Low,1,10,High Risk
IBD026254,"Auto Crash, Ondo",2023-01-25,2023-01-25,2,2024,1,Ondo,South West,0,0,Safe,58,Moderate,3,3,Low Risk
IBD026259,"NAF vs Herders, Nasarawa",2023-01-24,2023-01-24,49,2024,1,Nasarawa,North Central,0,5,Caution,19,Low,1,6,Moderate Risk
IBD026257,"Man vs In-law, Delta",2023-01-24,2023-01-24,1,2024,1,Delta,South South,0,0,Safe,95,High,5,5,Moderate Risk
IBD026256,"Domestic Violence, Bayelsa",2023-01-24,2023-01-24,1,2024,1,Bayelsa,South South,0,0,Safe,83,High,5,5,Moderate Risk
IBD026252,"NAF vs Vigilantes, Niger",2023-01-24,2023-01-24,24,2024,1,Niger,North Central,0,5,Caution,38,Low,1,6,Moderate Risk
IBD026266,"Gunmen vs Police Officer, Imo",2023-01-24,2023-01-24,1,2024,1,Imo,South East,1,5,Caution,71,Moderate,3,9,High Risk
IBD026260,"Political Killing, Imo",2023-01-24,2023-01-24,1,2024,1,Imo,South East,0,0,Safe,55,Moderate,3,3,Low Risk
IBD026370,"Gunmen Kill Man, Lagos",2023-01-24,2023-01-24,2,2024,1,Lagos,South West,1,5,Caution,86,High,5,11,High Risk
IBD026261,"Political Violence, Jigawa",2023-01-24,2023-01-24,1,2024,1,Jigawa,North West,0,0,Safe,26,Low,1,1,Low Risk
IBD026255,"Medical Negligence, Rivers",2023-01-23,2023-01-23,1,2024,1,Rivers,South South,0,0,Safe,82,High,5,5,Moderate Risk
IBD026263,"Woman vs Step-son, Benue",2023-01-23,2023-01-23,1,2024,1,Benue,North Central,0,0,Safe,21,Low,1,1,Low Risk
IBD026248,"Army vs Bandit, Kaduna",2023-01-23,2023-01-23,1,2024,1,Kaduna,North West,1,5,Caution,26,Low,1,7,Moderate Risk
IBD026249,"Army vs ISWAP, Borno",2023-01-23,2023-01-24,29,2024,1,Borno,North East,0,5,Caution,26,Low,1,6,Moderate Risk
IBD026251,"Driver Drowns, Lagos",2023-01-23,2023-01-23,1,2024,1,Lagos,South West,0,0,Safe,80,High,5,5,Moderate Risk
IBD026373,"Found Dead, Lagos",2023-01-23,2023-01-23,6,2024,1,Lagos,South West,0,3,Safe,86,High,5,8,High Risk
IBD026245,"Herdsmen Attack, Delta",2023-01-23,2023-01-23,2,2024,1,Delta,South South,2,5,Caution,93,High,5,12,Extreme Danger
IBD026382,"Army vs Kidnappers, Kaduna",2023-01-23,2023-01-23,3,2024,1,Kaduna,North West,1,8,Avoid Route,19,Low,1,10,High Risk
IBD026622,"Hoodlums vs Man, Ebonyi",2023-01-23,2023-01-23,1,2024,1,Ebonyi,South East,0,0,Safe,49,Low,1,1,Low Risk
IBD026250,"Ritual Killing, Kaduna",2023-01-23,2023-01-23,1,2024,1,Kaduna,North West,0,0,Safe,35,Low,1,1,Low Risk
IBD026247,"Army vs Bandits, Kaduna",2023-01-23,2023-01-23,2,2024,1,Kaduna,North West,1,5,Caution,41,Low,1,7,Moderate Risk
IBD026237,"Auto Crash, Lagos",2023-01-23,2023-01-23,2,2024,1,Lagos,South West,0,0,Safe,84,High,5,5,Moderate Risk
IBD026244,"Security Operatives vs Bandits, Niger",2023-01-23,2023-01-23,37,2024,1,Niger,North Central,1,10,Avoid Route,49,Low,1,12,Extreme Danger
IBD026238,"Gunmen Attack, Imo",2023-01-22,2023-01-22,1,2024,1,Imo,South East,2,5,Caution,74,Moderate,3,10,High Risk
IBD026275,"Mob vs Gunman, Delta",2023-01-22,2023-01-22,1,2024,1,Delta,South South,0,0,Safe,97,High,5,5,Moderate Risk
IBD026372,"Found Dead, Lagos",2023-01-22,2023-01-22,5,2024,1,Lagos,South West,0,3,Safe,95,High,5,8,High Risk
IBD028004,"Domestic Violence, Ogun",2023-01-22,2023-01-22,1,2024,1,Ogun,South West,0,0,Safe,52,Moderate,3,3,Low Risk
IBD026253,"Robbers vs Man, Lagos",2023-01-22,2023-01-22,1,2024,1,Lagos,South West,0,0,Safe,85,High,5,5,Moderate Risk
IBD026239,"Police vs Kidnappers, Kwara",2023-01-22,2023-01-22,3,2024,1,Kwara,North Central,1,8,Avoid Route,40,Low,1,10,High Risk
IBD026243,"Hoodlums Kill 2, Anambra",2023-01-22,2023-01-22,2,2024,1,Anambra,South East,0,0,Safe,79,Moderate,3,3,Low Risk
IBD026231,"2 Die Inside Pit, Kano",2023-01-21,2023-01-21,2,2024,1,Kano,North West,0,0,Safe,18,Low,1,1,Low Risk
IBD026236,"Police vs Kidnappers, Adamawa",2023-01-21,2023-01-21,1,2024,1,Adamawa,North East,1,5,Caution,31,Low,1,7,Moderate Risk
IBD026233,"Gunmen Kill 4, Bauchi",2023-01-21,2023-01-21,5,2024,1,Bauchi,North East,1,8,Avoid Route,41,Low,1,10,High Risk
IBD026234,"Auto Crash, Bayelsa",2023-01-21,2023-01-21,1,2024,1,Bayelsa,South South,0,0,Safe,100,High,5,5,Moderate Risk
IBD026246,"Police vs Kidnappers, Plateau",2023-01-20,2023-01-20,1,2024,1,Plateau,North Central,1,5,Caution,41,Low,1,7,Moderate Risk
IBD026227,"Land Grabbers vs Commercial Motorcyclist, Osun",2023-01-20,2023-01-20,1,2024,1,Osun,South West,0,0,Safe,28,Low,1,1,Low Risk
IBD026232,"Bandits vs Councillor, Niger",2023-01-20,2023-01-20,1,2024,1,Niger,North Central,1,5,Caution,17,Low,1,7,Moderate Risk
IBD026222,"Cult Clash, Osun",2023-01-20,2023-01-20,2,2024,1,Osun,South West,0,0,Safe,30,Low,1,1,Low Risk
