Identifier,Title,Start date,End date,Number of deaths,Year,Month,State,Region,BanditScore,TravelRiskScore,RouteAlert,RainfallLevel,FloodRisk,WeatherRiskScore,CombinedRiskScore,CombinedAlert
IBD031939,"Policeman vs Okada Riders, Plateau",2025-03-01,2025-03-01,1,2024,1,Plateau,North Central,0,0,Safe,35,Low,1,1,Low Risk
IBD031659,"Police vs Kidnappers, Kwara",2025-03-01,2025-03-01,2,2024,1,Kwara,North Central,1,5,Caution,32,Low,1,7,Moderate Risk
IBD031855,"Gunmen vs Businessman, Ondo",2025-03-01,2025-03-01,1,2024,1,Ondo,South West,1,5,Caution,67,Moderate,3,9,High Risk
IBD031913,"Female Corpses, Delta",2025-03-01,2025-03-01,2,2024,1,Delta,South South,0,0,Safe,89,High,5,5,Moderate Risk
IBD031852,"Auto Crash, Edo",2025-03-01,2025-03-01,12,2024,1,Edo,South South,0,5,Caution,64,Moderate,3,8,High Risk
IBD031857,"Gunmen vs Man, Zamafara",2025-03-01,2025-03-01,1,2024,1,Unknown,,1,5,Caution,19,Low,1,7,Moderate Risk
IBD031864,"Soldiers vs Boko Haram, Borno",2025-03-01,2025-03-01,15,2024,1,Borno,North East,0,5,Caution,39,Low,1,6,Moderate Risk
IBD031860,"Cult Clash, Delta",2025-02-28,2025-02-28,2,2024,1,Delta,South South,0,0,Safe,100,High,5,5,Moderate Risk
IBD032001,"Inferno, Yobe",2025-02-28,2025-02-28,1,2024,1,Yobe,North East,0,0,Safe,26,Low,1,1,Low Risk
IBD031856,"Herdsmen Attack, Delta",2025-02-28,2025-02-28,1,2024,1,Delta,South South,2,5,Caution,95,High,5,12,Extreme Danger
IBD031808,"Auto Crash, Kwara",2025-02-28,2025-02-28,1,2024,1,Kwara,North Central,0,0,Safe,31,Low,1,1,Low Risk
IBD031887,"Domestic Violence, Bauchi",2025-02-28,2025-02-28,1,2024,1,Bauchi,North East,0,0,Safe,12,Low,1,1,Low Risk
IBD031862,"Banditry, Zamfara",2025-02-27,2025-02-27,2,2024,1,Zamfara,North West,1,5,Caution,17,Low,1,7,Moderate Risk
IBD031839,"Auto Crash, Enugu",2025-02-27,2025-02-27,6,2024,1,Enugu,South East,0,3,Safe,75,Moderate,3,6,Moderate Risk
IBD031846,"Herdsmen Attack, Edo",2025-02-27,2025-02-27,2,2024,1,Edo,South South,2,5,Caution,63,Moderate,3,10,High Risk
IBD031851,"Banditry, Katsina",2025-02-27,2025-02-27,17,2024,1,Katsina,North West,1,10,Avoid Route,14,Low,1,12,Extreme Danger
IBD031847,"Soldier Kill Man, Akwa Ibom",2025-02-27,2025-02-27,1,2024,1,Akwa Ibom,South South,0,0,Safe,80,High,5,5,Moderate Risk
IBD031886,"Gunmen Attack, Ogun",2025-02-27,2025-02-27,1,2024,1,Ogun,South West,2,5,Caution,63,Moderate,3,10,High Risk
IBD031901,"Domestic Violence, Lagos",2025-02-26,2025-02-26,1,2024,1,Lagos,South West,0,0,Safe,87,High,5,5,Moderate Risk
IBD031850,"Bandits vs Farmers, Niger",2025-02-26,2025-02-26,10,2024,1,Niger,North Central,1,10,Avoid Route,13,Low,1,12,Extreme Danger
IBD031844,"Cult Attack, Bayelsa",2025-02-26,2025-02-26,1,2024,1,Bayelsa,South South,1,5,Caution,99,High,5,11,High Risk
IBD031837,"Boko Haram Attack, Borno",2025-02-26,2025-02-26,7,2024,1,Borno,North East,1,8,Avoid Route,41,Low,1,10,High Risk
IBD031843,"NAF Officer Kill Man, Kaduna",2025-02-26,2025-02-26,1,2024,1,Kaduna,North West,0,0,Safe,37,Low,1,1,Low Risk
IBD031840,"Land Dispute, Delta",2025-02-26,2025-02-26,1,2024,1,Delta,South South,0,0,Safe,89,High,5,5,Moderate Risk
IBD031834,"Boko Haram Attack, Adamawa",2025-02-25,2025-02-26,40,2024,1,Adamawa,North East,1,10,Avoid Route,33,Low,1,12,Extreme Danger
IBD031822,"Kidnappers Kill Hunter, Oyo",2025-02-25,2025-02-25,1,2024,1,Oyo,South West,1,5,Caution,43,Low,1,7,Moderate Risk
IBD031838,"Boko Haram/ISWAP Landmine Kills 2, Borno",2025-02-25,2025-02-25,2,2024,1,Borno,North East,0,0,Safe,31,Low,1,1,Low Risk
IBD031833,"Kidnappers vs Police Officers, Plateau",2025-02-25,2025-02-25,2,2024,1,Plateau,North Central,1,5,Caution,18,Low,1,7,Moderate Risk
IBD031826,"Auto Crash, Yobe",2025-02-25,2025-02-25,10,2024,1,Yobe,North East,0,5,Caution,30,Low,1,6,Moderate Risk
IBD031828,"Auto Crash, Sokoto",2025-02-25,2025-02-25,3,2024,1,Sokoto,North West,0,3,Safe,49,Low,1,4,Moderate Risk
IBD031812,"Auto Crash, Ogun",2025-02-24,2025-02-24,9,2024,1,Ogun,South West,0,3,Safe,70,Moderate,3,6,Moderate Risk
IBD031824,"Auto Crash, Lagos",2025-02-24,2025-02-24,2,2024,1,Lagos,South West,0,0,Safe,98,High,5,5,Moderate Risk
IBD031830,"Boat Mishap, Delta",2025-02-24,2025-02-24,5,2024,1,Delta,South South,0,3,Safe,87,High,5,8,High Risk
IBD031823,"Domestic Violence, Bauchi",2025-02-24,2025-02-24,1,2024,1,Bauchi,North East,0,0,Safe,23,Low,1,1,Low Risk
IBD031842,"Auto Crash, Ogun",2025-02-24,2025-02-24,1,2024,1,Ogun,South West,0,0,Safe,59,Moderate,3,3,Low Risk
IBD031832,"Auto Crash, Bauchi",2025-02-24,2025-02-24,2,2024,1,Bauchi,North East,0,0,Safe,17,Low,1,1,Low Risk
IBD031821,"Auto Crash, Lagos",2025-02-24,2025-02-24,1,2024,1,Lagos,South West,0,0,Safe,89,High,5,5,Moderate Risk
IBD031845,"Police Kill Man, Enugu",2025-02-24,2025-02-24,1,2024,1,Enugu,South East,0,0,Safe,57,Moderate,3,3,Low Risk
IBD031836,"Herdsmen vs Vigilante Commander, Edo",2025-02-24,2025-02-24,1,2024,1,Edo,South South,1,5,Caution,74,Moderate,3,9,High Risk
IBD031813,"Herders vs Farmers, Edo",2025-02-24,2025-02-24,2,2024,1,Edo,South South,0,0,Safe,51,Moderate,3,3,Low Risk
IBD031875,"Domestic Violence, Bauchi",2025-02-24,2025-02-24,1,2024,1,Bauchi,North East,0,0,Safe,12,Low,1,1,Low Risk
IBD031820,"Security Operatives vs Artisan, Edo",2025-02-23,2025-02-23,1,2024,1,Edo,South South,0,0,Safe,72,Moderate,3,3,Low Risk
IBD031819,"Security Operatives Kills 1, Katsina",2025-02-23,2025-02-23,1,2024,1,Katsina,North West,0,0,Safe,11,Low,1,1,Low Risk
IBD031816,"Man vs Friend, Niger",2025-02-23,2025-02-23,1,2024,1,Niger,North Central,0,0,Safe,29,Low,1,1,Low Risk
IBD031907,"Revenue Collector vs Truck Driver, Edo",2025-02-23,2025-02-23,1,2024,1,Edo,South South,0,0,Safe,52,Moderate,3,3,Low Risk
IBD031825,"Auto Crash, Oyo",2025-02-23,2025-02-23,2,2024,1,Oyo,South West,0,0,Safe,22,Low,1,1,Low Risk
IBD031817,"Student Drowns, Bayelsa",2025-02-23,2025-02-23,1,2024,1,Bayelsa,South South,0,0,Safe,86,High,5,5,Moderate Risk
IBD031841,"Fish Poison, Taraba",2025-02-22,2025-02-22,4,2024,1,Taraba,North East,0,3,Safe,41,Low,1,4,Moderate Risk
IBD031800,"Man Drowns, Ogun",2025-02-22,2025-02-22,1,2024,1,Ogun,South West,0,0,Safe,61,Moderate,3,3,Low Risk
IBD031806,"NAF Kill Bandits, Zamfara",2025-02-22,2025-02-22,23,2024,1,Zamfara,North West,1,10,Avoid Route,41,Low,1,12,Extreme Danger
IBD031804,"Car Accident, Jigawa",2025-02-22,2025-02-22,4,2024,1,Jigawa,North West,0,3,Safe,46,Low,1,4,Moderate Risk
IBD031835,"Ritual Killing, Edo",2025-02-22,2025-02-22,1,2024,1,Edo,South South,0,0,Safe,63,Moderate,3,3,Low Risk
IBD031799,"Auto Crash, Delta",2025-02-22,2025-02-22,1,2024,1,Delta,South South,0,0,Safe,82,High,5,5,Moderate Risk
IBD031803,"Farmer, Ogun",2025-02-22,2025-02-22,1,2024,1,Ogun,South West,0,0,Safe,56,Moderate,3,3,Low Risk
IBD031796,"Domestic Violence, Edo",2025-02-22,2025-02-22,1,2024,1,Edo,South South,0,0,Safe,60,Moderate,3,3,Low Risk
IBD031795,"Witchcraft Suspect, Borno",2025-02-21,2025-02-21,1,2024,1,Borno,North East,0,0,Safe,21,Low,1,1,Low Risk
IBD031814,"Banditry, Kaduna",2025-02-21,2025-02-21,1,2024,1,Kaduna,North West,1,5,Caution,20,Low,1,7,Moderate Risk
IBD031798,"Auto Crash, Niger",2025-02-21,2025-02-21,13,2024,1,Niger,North Central,0,5,Caution,19,Low,1,6,Moderate Risk
IBD031810,"Motorcycle Thief, FCT (Abuja)",2025-02-21,2025-02-21,1,2024,1,FCT,North Central,0,0,Safe,39,Low,1,1,Low Risk
IBD031805,"Boy Drowns, Ogun",2025-02-21,2025-02-21,1,2024,1,Ogun,South West,0,0,Safe,57,Moderate,3,3,Low Risk
IBD031863,"Kidnappers Kills 1, Zamfara",2025-02-21,2025-02-21,1,2024,1,Zamfara,North West,1,5,Caution,12,Low,1,7,Moderate Risk
IBD031818,"Domestic Violence, Lagos",2025-02-21,2025-02-21,1,2024,1,Lagos,South West,0,0,Safe,89,High,5,5,Moderate Risk
IBD031827,"Security Operatives vs Bandits, Katsina",2025-02-21,2025-02-21,4,2024,1,Katsina,North West,1,8,Avoid Route,49,Low,1,10,High Risk
IBD031797,"Communal Clash, Edo",2025-02-20,2025-02-21,12,2024,1,Edo,South South,0,5,Caution,75,Moderate,3,8,High Risk
IBD031793,"Building Collapse, Yobe",2025-02-20,2025-02-20,1,2024,1,Yobe,North East,0,0,Safe,40,Low,1,1,Low Risk
IBD031802,"Banditry, Niger",2025-02-20,2025-02-20,4,2024,1,Niger,North Central,1,8,Avoid Route,26,Low,1,10,High Risk
IBD031794,"Police vs Kidnappers, Ogun",2025-02-20,2025-02-20,4,2024,1,Ogun,South West,1,8,Avoid Route,58,Moderate,3,12,Extreme Danger
IBD031792,"Fallen Mast, Edo",2025-02-20,2025-02-20,1,2024,1,Edo,South South,0,0,Safe,70,Moderate,3,3,Low Risk
IBD031786,"Banditry, Niger",2025-02-19,2025-02-19,1,2024,1,Niger,North Central,1,5,Caution,44,Low,1,7,Moderate Risk
IBD031811,"Ritual/Domestic Violence, Abia",2025-02-19,2025-02-19,3,2024,1,Abia,South East,0,3,Safe,57,Moderate,3,6,Moderate Risk
IBD031785,"Explosion, Zamfara",2025-02-18,2025-02-18,3,2024,1,Zamfara,North West,0,3,Safe,34,Low,1,4,Moderate Risk
IBD031768,"Domestic Violence, Ekiti",2025-02-18,2025-02-18,2,2024,1,Ekiti,South West,0,0,Safe,21,Low,1,1,Low Risk
IBD031782,"Banditry, Zamfara",2025-02-18,2025-02-18,1,2024,1,Zamfara,North West,1,5,Caution,38,Low,1,7,Moderate Risk
IBD031783,"Kidnappers Attack, FCT (Abuja)",2025-02-18,2025-02-18,2,2024,1,FCT,North Central,2,5,Caution,31,Low,1,8,High Risk
IBD031769,"Communal Clash, Ebonyi",2025-02-18,2025-02-18,1,2024,1,Ebonyi,South East,0,0,Safe,11,Low,1,1,Low Risk
IBD031759,"Political Crisis, Osun",2025-02-17,2025-02-17,1,2024,1,Osun,South West,0,0,Safe,45,Low,1,1,Low Risk
IBD031757,"Political Crisis, Osun",2025-02-17,2025-02-17,2,2024,1,Osun,South West,0,0,Safe,44,Low,1,1,Low Risk
IBD031758,"Political Crisis, Osun",2025-02-17,2025-02-17,2,2024,1,Osun,South West,0,0,Safe,19,Low,1,1,Low Risk
IBD031781,"Army vs Boko Haram, Borno",2025-02-17,2025-02-17,10,2024,1,Borno,North East,0,5,Caution,38,Low,1,6,Moderate Risk
IBD031778,"Assailants vs Student, Ondo",2025-02-17,2025-02-17,1,2024,1,Ondo,South West,0,0,Safe,63,Moderate,3,3,Low Risk
IBD031753,"Gunmen Attack, Benue",2025-02-17,2025-02-17,3,2024,1,Benue,North Central,2,8,Avoid Route,35,Low,1,11,High Risk
IBD031755,"Cult Clash, Delta",2025-02-17,2025-02-17,1,2024,1,Delta,South South,0,0,Safe,83,High,5,5,Moderate Risk
IBD031771,"Auto Crash, Ogun",2025-02-16,2025-02-16,1,2024,1,Ogun,South West,0,0,Safe,53,Moderate,3,3,Low Risk
IBD031763,"Hoodlums vs Motorcyclist, FCT (Abuja)",2025-02-16,2025-02-16,1,2024,1,FCT,North Central,0,0,Safe,43,Low,1,1,Low Risk
IBD031878,"Extrajudicial Killing, Ondo",2025-02-16,2025-02-16,1,2024,1,Ondo,South West,0,0,Safe,63,Moderate,3,3,Low Risk
IBD031756,"Inferno, Ondo",2025-02-16,2025-02-16,3,2024,1,Ondo,South West,0,3,Safe,77,Moderate,3,6,Moderate Risk
IBD031760,"Auto Crash, Imo",2025-02-16,2025-02-16,8,2024,1,Imo,South East,0,3,Safe,51,Moderate,3,6,Moderate Risk
IBD031766,"Ritual Killing, Ogun",2025-02-16,2025-02-16,1,2024,1,Ogun,South West,0,0,Safe,68,Moderate,3,3,Low Risk
IBD031742,"Security Operatives vs Armed Robber, Ogun",2025-02-16,2025-02-16,1,2024,1,Ogun,South West,0,0,Safe,51,Moderate,3,3,Low Risk
IBD031761,"Auto Crash, Kogi",2025-02-16,2025-02-16,7,2024,1,Kogi,North Central,0,3,Safe,35,Low,1,4,Moderate Risk
IBD031770,"Kidnappers Attack, Imo",2025-02-16,2025-02-16,1,2024,1,Imo,South East,2,5,Caution,75,Moderate,3,10,High Risk
IBD031772,"Auto Crash, Delta",2025-02-16,2025-02-16,17,2024,1,Delta,South South,0,5,Caution,94,High,5,10,High Risk
IBD031767,"Security Operatives vs Student, Kaduna",2025-02-16,2025-02-16,1,2024,1,Kaduna,North West,0,0,Safe,21,Low,1,1,Low Risk
IBD031743,"Mysterious Death, Ogun",2025-02-15,2025-02-15,1,2024,1,Ogun,South West,0,0,Safe,72,Moderate,3,3,Low Risk
IBD031749,"Gunmen Attack, Kwara",2025-02-15,2025-02-15,1,2024,1,Kwara,North Central,2,5,Caution,19,Low,1,8,High Risk
IBD031751,"Kidnapers vs Health Worker, Ondo",2025-02-15,2025-02-15,1,2024,1,Ondo,South West,1,5,Caution,50,Moderate,3,9,High Risk
IBD031745,"Mob vs Robbers, FCT (Abuja)",2025-02-15,2025-02-15,2,2024,1,FCT,North Central,0,0,Safe,32,Low,1,1,Low Risk
IBD031752,"Herdsmen vs Farmers, Benue",2025-02-15,2025-02-15,22,2024,1,Benue,North Central,1,10,Avoid Route,31,Low,1,12,Extreme Danger
IBD031750,"Mob vs NDLEA Officer/ Auto Crash, Kaduna",2025-02-15,2025-02-15,4,2024,1,Kaduna,North West,0,3,Safe,31,Low,1,4,Moderate Risk
IBD031849,"Friends Murder Man, Lagos",2025-02-15,2025-02-15,1,2024,1,Lagos,South West,0,0,Safe,95,High,5,5,Moderate Risk
IBD031744,"Corpse Found, Kano",2025-02-15,2025-02-15,1,2024,1,Kano,North West,0,0,Safe,29,Low,1,1,Low Risk
IBD031748,"Army vs Villagers, Katsina",2025-02-15,2025-02-15,10,2024,1,Katsina,North West,0,5,Caution,29,Low,1,6,Moderate Risk
IBD031920,"Domestic Violence, Cross River",2025-02-15,2025-02-15,1,2024,1,Cross River,South South,0,0,Safe,98,High,5,5,Moderate Risk
IBD031960,"Fire Incidents, Kano",2025-02-15,2025-02-15,7,2024,1,Kano,North West,0,3,Safe,14,Low,1,4,Moderate Risk
IBD031737,"Police vs Kidnappers, Kebbi",2025-02-14,2025-02-14,4,2024,1,Kebbi,North West,1,8,Avoid Route,40,Low,1,10,High Risk
IBD031859,"Domestic Violence, Ondo",2025-02-14,2025-02-14,1,2024,1,Ondo,South West,0,0,Safe,74,Moderate,3,3,Low Risk
IBD031740,"Assailant vs Traditional Ruler, Abia",2025-02-14,2025-02-14,1,2024,1,Abia,South East,0,0,Safe,62,Moderate,3,3,Low Risk
IBD031736,"Auto Crash, Anambra",2025-02-14,2025-02-14,8,2024,1,Anambra,South East,0,3,Safe,67,Moderate,3,6,Moderate Risk
IBD031765,"Cult Clash, Lagos",2025-02-14,2025-02-15,2,2024,1,Lagos,South West,0,0,Safe,83,High,5,5,Moderate Risk
IBD031746,"Extrajudicial Killing, Ondo",2025-02-14,2025-02-14,1,2024,1,Ondo,South West,0,0,Safe,78,Moderate,3,3,Low Risk
IBD031732,"Kidnappers Set Ablaze, Delta",2025-02-13,2025-02-13,2,2024,1,Delta,South South,1,5,Caution,90,High,5,11,High Risk
IBD031733,"Auto Crash, Ogun",2025-02-13,2025-02-13,1,2024,1,Ogun,South West,0,0,Safe,74,Moderate,3,3,Low Risk
IBD031764,"Cult Clash, Ogun",2025-02-13,2025-02-13,1,2024,1,Ogun,South West,0,0,Safe,76,Moderate,3,3,Low Risk
IBD031780,"Man vs Friend, FCT (Abuja)",2025-02-13,2025-02-13,1,2024,1,FCT,North Central,0,0,Safe,33,Low,1,1,Low Risk
IBD031779,"Extrajudicial Killing, Delta",2025-02-13,2025-02-13,2,2024,1,Delta,South South,0,0,Safe,98,High,5,5,Moderate Risk
IBD031734,"Auto Crash, Kano",2025-02-13,2025-02-13,23,2024,1,Kano,North West,0,5,Caution,48,Low,1,6,Moderate Risk
IBD031727,"Auto Crash, bauchi",2025-02-12,2025-02-12,1,2024,1,Bauchi,North East,0,0,Safe,33,Low,1,1,Low Risk
IBD031728,"Police vs Armed Robbers, FCT (Abuja)",2025-02-12,2025-02-12,3,2024,1,FCT,North Central,0,3,Safe,17,Low,1,4,Moderate Risk
IBD031741,"Extrajudicial Killing, Lagos",2025-02-12,2025-02-12,1,2024,1,Lagos,South West,0,0,Safe,81,High,5,5,Moderate Risk
IBD031729,"Stab to Death, Rivers",2025-02-12,2025-02-12,1,2024,1,Rivers,South South,0,0,Safe,85,High,5,5,Moderate Risk
IBD031829,"Kidnappers Kill Two, Kogi",2025-02-12,2025-02-12,2,2024,1,Kogi,North Central,1,5,Caution,30,Low,1,7,Moderate Risk
IBD031807,"Extrajudicial Killing, Benue",2025-02-11,2025-02-11,1,2024,1,Benue,North Central,0,0,Safe,49,Low,1,1,Low Risk
IBD031713,"Mob vs Thief, Akwa Ibom",2025-02-11,2025-02-11,1,2024,1,Akwa Ibom,South South,0,0,Safe,82,High,5,5,Moderate Risk
IBD031726,"Auto Crash, Taraba",2025-02-11,2025-02-11,3,2024,1,Taraba,North East,0,3,Safe,26,Low,1,4,Moderate Risk
IBD031738,"Ritual Killing, Kwara",2025-02-11,2025-02-11,1,2024,1,Kwara,North Central,0,0,Safe,26,Low,1,1,Low Risk
IBD031717,"Bandits vs Traders, Katsina",2025-02-10,2025-02-10,1,2024,1,Katsina,North West,1,5,Caution,12,Low,1,7,Moderate Risk
IBD031714,"Communal Clash, Akwa Ibom",2025-02-10,2025-02-10,1,2024,1,Akwa Ibom,South South,0,0,Safe,86,High,5,5,Moderate Risk
IBD031762,"Kidnap Victim, FCT (Abuja)",2025-02-10,2025-02-10,1,2024,1,FCT,North Central,1,5,Caution,38,Low,1,7,Moderate Risk
IBD031709,"Auto Crash, Niger",2025-02-10,2025-02-10,1,2024,1,Niger,North Central,0,0,Safe,28,Low,1,1,Low Risk
IBD031720,"Assailants vs Girl, Ekiti",2025-02-10,2025-02-10,1,2024,1,Ekiti,South West,0,0,Safe,33,Low,1,1,Low Risk
IBD031721,"Student Drowns, Benue",2025-02-10,2025-02-10,1,2024,1,Benue,North Central,0,0,Safe,15,Low,1,1,Low Risk
IBD031719,"Gunmen vs Police Officer, Yobe",2025-02-09,2025-02-09,2,2024,1,Yobe,North East,1,5,Caution,36,Low,1,7,Moderate Risk
IBD031705,"Gunmen Kill Pastor, Gombe",2025-02-09,2025-02-09,1,2024,1,Gombe,North East,1,5,Caution,48,Low,1,7,Moderate Risk
IBD031708,"Auto Crash, Jigawa",2025-02-09,2025-02-09,5,2024,1,Jigawa,North West,0,3,Safe,31,Low,1,4,Moderate Risk
IBD031704,"Communal Clash, Abia",2025-02-09,2025-02-09,1,2024,1,Abia,South East,0,0,Safe,61,Moderate,3,3,Low Risk
IBD031690,"Police Kill Man, Rivers",2025-02-09,2025-02-09,1,2024,1,Rivers,South South,0,0,Safe,100,High,5,5,Moderate Risk
IBD031747,"Police vs IPOB/ESN, Imo",2025-02-09,2025-02-09,3,2024,1,Imo,South East,0,3,Safe,68,Moderate,3,6,Moderate Risk
IBD031706,"Herdsmen Kill Girl, Ekiti",2025-02-09,2025-02-09,1,2024,1,Ekiti,South West,1,5,Caution,14,Low,1,7,Moderate Risk
IBD031703,"Troops vs Bandits, Zamfara",2025-02-09,2025-02-09,4,2024,1,Zamfara,North West,1,8,Avoid Route,34,Low,1,10,High Risk
IBD031692,"Cult Clash, Rivers",2025-02-09,2025-02-09,20,2024,1,Rivers,South South,0,5,Caution,88,High,5,10,High Risk
IBD031701,"Communal Clash, Cross RIvers",2025-02-09,2025-02-09,4,2024,1,Cross River,South South,0,3,Safe,81,High,5,8,High Risk
IBD031702,"Burglars vs Woman, Delta",2025-02-09,2025-02-09,1,2024,1,Delta,South South,0,0,Safe,84,High,5,5,Moderate Risk
IBD031693,"Banditry, Sokoto",2025-02-09,2025-02-09,1,2024,1,Sokoto,North West,1,5,Caution,13,Low,1,7,Moderate Risk
IBD031694,"Cult Clash, Benue",2025-02-09,2025-02-09,4,2024,1,Benue,North Central,0,3,Safe,22,Low,1,4,Moderate Risk
IBD031707,"Student Dies, Lagos",2025-02-08,2025-02-08,1,2024,1,Lagos,South West,0,0,Safe,87,High,5,5,Moderate Risk
IBD031697,"Auto Crash, Kwara",2025-02-08,2025-02-08,1,2024,1,Kwara,North Central,0,0,Safe,28,Low,1,1,Low Risk
IBD031754,Police vs IPOB/ESN Imo,2025-02-08,2025-02-08,2,2024,1,Imo,South East,0,0,Safe,56,Moderate,3,3,Low Risk
IBD031731,"Cult Clashes, Abia",2025-02-07,2025-02-14,3,2024,1,Abia,South East,0,3,Safe,55,Moderate,3,6,Moderate Risk
IBD031723,"Extrajudicial Killing, Enugu",2025-02-07,2025-02-07,1,2024,1,Enugu,South East,0,0,Safe,79,Moderate,3,3,Low Risk
IBD031680,"Drowns/Mysterious Death, Ondo",2025-02-07,2025-02-07,1,2024,1,Ondo,South West,0,0,Safe,66,Moderate,3,3,Low Risk
IBD031689,"Soldiers vs Bandits, Zamfara",2025-02-07,2025-02-07,44,2024,1,Zamfara,North West,1,10,Avoid Route,15,Low,1,12,Extreme Danger
IBD031686,"Domestic Violence, Anambra",2025-02-07,2025-02-07,1,2024,1,Anambra,South East,0,0,Safe,51,Moderate,3,3,Low Risk
IBD031710,"Assailants vs Uber Driver, Lagos",2025-02-07,2025-02-07,1,2024,1,Lagos,South West,0,0,Safe,80,High,5,5,Moderate Risk
IBD031716,"Bandits vs Traders, Katsina",2025-02-07,2025-02-07,12,2024,1,Katsina,North West,1,10,Avoid Route,41,Low,1,12,Extreme Danger
IBD031715,"Teacher vs Student, Delta",2025-02-06,2025-02-06,1,2024,1,Delta,South South,0,0,Safe,89,High,5,5,Moderate Risk
IBD031963,"Domestic Violence, Akwa Ibom",2025-02-06,2025-02-06,1,2024,1,Akwa Ibom,South South,0,0,Safe,84,High,5,5,Moderate Risk
IBD031674,"Cult Clash, Rivers",2025-02-06,2025-02-06,7,2024,1,Rivers,South South,0,3,Safe,90,High,5,8,High Risk
IBD031675,"Gunmen Attack, Katsina",2025-02-06,2025-02-06,1,2024,1,Katsina,North West,2,5,Caution,25,Low,1,8,High Risk
IBD031684,"Lakurawa Kill 1, Kebbi",2025-02-06,2025-02-06,1,2024,1,Kebbi,North West,0,0,Safe,32,Low,1,1,Low Risk
IBD031730,"Cult Clashes, Abia",2025-02-06,2025-02-13,2,2024,1,Abia,South East,0,0,Safe,74,Moderate,3,3,Low Risk
IBD031790,"Stray Bullet, Delta",2025-02-06,2025-02-06,1,2024,1,Delta,South South,0,0,Safe,84,High,5,5,Moderate Risk
IBD031685,"Troops vs Bandits, Zamfara",2025-02-06,2025-02-06,4,2024,1,Zamfara,North West,1,8,Avoid Route,25,Low,1,10,High Risk
IBD031711,"Domestic Violence, Akwa Ibom",2025-02-06,2025-02-06,1,2024,1,Akwa Ibom,South South,0,0,Safe,80,High,5,5,Moderate Risk
IBD031679,"Woman vs Neighbour, Rivers",2025-02-06,2025-02-06,1,2024,1,Rivers,South South,0,0,Safe,86,High,5,5,Moderate Risk
IBD031687,"Domestic Violence, Akwa Ibom",2025-02-06,2025-02-06,1,2024,1,Akwa Ibom,South South,0,0,Safe,98,High,5,5,Moderate Risk
IBD031683,"Bandits Attack, Katsina",2025-02-06,2025-02-06,2,2024,1,Katsina,North West,2,5,Caution,47,Low,1,8,High Risk
IBD031696,"Student vs Colleague, Nasarawa",2025-02-06,2025-02-06,1,2024,1,Nasarawa,North Central,0,0,Safe,26,Low,1,1,Low Risk
IBD031962,"Domestic Violence, Akwa Ibom",2025-02-06,2025-02-06,1,2024,1,Akwa Ibom,South South,0,0,Safe,86,High,5,5,Moderate Risk
IBD031664,"Inferno, Zamfara",2025-02-05,2025-02-05,17,2024,1,Zamfara,North West,0,5,Caution,25,Low,1,6,Moderate Risk
IBD031695,"Auto Crash, Lagos",2025-02-05,2025-02-05,1,2024,1,Lagos,South West,0,0,Safe,86,High,5,5,Moderate Risk
IBD031700,"Domestic Violence, Kano",2025-02-05,2025-02-05,1,2024,1,Kano,North West,0,0,Safe,25,Low,1,1,Low Risk
IBD031663,"Man vs Trader, FCT (Abuja)",2025-02-05,2025-02-05,1,2024,1,FCT,North Central,0,0,Safe,34,Low,1,1,Low Risk
IBD031725,"Bandit vs Vigilante, Niger",2025-02-05,2025-02-05,1,2024,1,Niger,North Central,1,5,Caution,13,Low,1,7,Moderate Risk
IBD031672,"Domestic Violence, Bayelsa",2025-02-04,2025-02-04,1,2024,1,Bayelsa,South South,0,0,Safe,98,High,5,5,Moderate Risk
IBD031698,"Boko Haram Explosion, Borno",2025-02-04,2025-02-04,2,2024,1,Borno,North East,0,0,Safe,31,Low,1,1,Low Risk
IBD031676,"Herdsmen vs Hunters, Benue",2025-02-04,2025-02-04,6,2024,1,Benue,North Central,1,8,Avoid Route,49,Low,1,10,High Risk
IBD031678,"Auto Crash, Ogun",2025-02-04,2025-02-04,3,2024,1,Ogun,South West,0,3,Safe,67,Moderate,3,6,Moderate Risk
IBD031652,"Troops vs Boko Haram/ISWAP, Borno",2025-02-04,2025-02-04,7,2024,1,Borno,North East,0,3,Safe,22,Low,1,4,Moderate Risk
IBD031677,"Security Operative vs Bolt Driver, Edo",2025-02-04,2025-02-04,1,2024,1,Edo,South South,0,0,Safe,58,Moderate,3,3,Low Risk
IBD031670,"Police vs Bandits, Bauchi",2025-02-04,2025-02-04,2,2024,1,Bauchi,North East,1,5,Caution,43,Low,1,7,Moderate Risk
IBD031668,"Auto Crash, Ogun",2025-02-04,2025-02-04,1,2024,1,Ogun,South West,0,0,Safe,59,Moderate,3,3,Low Risk
IBD031649,"Auto Crash, Niger",2025-02-03,2025-02-03,4,2024,1,Niger,North Central,0,3,Safe,21,Low,1,4,Moderate Risk
IBD031682,"Domestic Violence, Niger",2025-02-03,2025-02-03,1,2024,1,Niger,North Central,0,0,Safe,16,Low,1,1,Low Risk
IBD031661,"Auto Crash, Ogun",2025-02-03,2025-02-03,1,2024,1,Ogun,South West,0,0,Safe,60,Moderate,3,3,Low Risk
IBD031699,"Corpse Found, FCT (Abuja)",2025-02-03,2025-02-03,1,2024,1,FCT,North Central,0,0,Safe,22,Low,1,1,Low Risk
